No,_address,_body,date,Amount,Action,Transaction_Type,Action_Code,Amount_Normalized,Amount_Standardized
300,AD-FEDBNK,Rs 10700.00 debited from your A/c via UPI on 25-04-2024 18:32:51 to VPA anjusinghsengar77-1@oksbi.Ref No 411672673975.Small txns?Use UPI Lite!-Federal Bank,25-04-2024 18:33,10700.0,debited,0,1,0.39627393607170636,8.031858197445692
301,AD-FEDBNK,Rs 5779.00 debited from your A/c via UPI on 25-04-2024 23:18:02 to VPA 317501000889@ICIC0003175.ifsc.npci.Ref No 411674408038.Small txns?Use UPI Lite!-Federal Bank,25-04-2024 23:18,5779.0,debited,0,1,0.2140079262194896,4.2486717351873065
302,AX-FEDBNK,Rs 10.00 debited from your A/c via UPI on 26-04-2024 11:51:17 to VPA Q734171860@ybl.Ref No 411777585976.Small txns?Use UPI Lite!-Federal Bank,26-04-2024 11:51,10.0,debited,0,1,0.00033334567946960994,-0.18644362770003725
303,AX-FEDBNK,Rs 60.00 debited from your A/c via UPI on 28-04-2024 12:38:16 to VPA 9916374484@ibl.Ref No 411992191499.Small txns?Use UPI Lite!-Federal Bank,28-04-2024 12:38,60.0,debited,0,1,0.0021852661209674435,-0.1480044236535184
304,AD-FEDBNK,Rs 30.00 debited from your A/c via UPI on 28-04-2024 18:34:09 to VPA Q084882394@ybl.Ref No 411994224437.Small txns?Use UPI Lite!-Federal Bank,28-04-2024 18:34,30.0,debited,0,1,0.0010741138560687433,-0.1710679460814297
305,AX-FEDBNK,Rs 50.00 debited from your A/c via UPI on 29-04-2024 15:34:18 to VPA gpay-11242581388@okbizaxis.Ref No 412010163255.Small txns?Use UPI Lite!-Federal Bank,29-04-2024 15:34,50.0,debited,0,1,0.0018148820326678765,-0.15569226446282217
306,AX-FEDBNK,Rs 1000.00 debited from your A/c via UPI on 30-04-2024 18:30:44 to VPA g5544416.CC@idfcbank.Ref No 412118523359.Small txns?Use UPI Lite!-Federal Bank,30-04-2024 18:31,1000.0,debited,0,1,0.03700137042112671,0.5746526124210358
307,AX-FEDBNK,Rs 150.00 debited from your A/c via UPI on 02-05-2024 19:18:44 to VPA 9482050526@ybl.Ref No 412333617185.Small txns?Use UPI Lite!-Federal Bank,02-05-2024 19:29,150.0,debited,0,1,0.0055187229156635435,-0.07881385636978448
308,AD-FEDBNK,Rs 37.00 debited from your A/c via UPI on 03-05-2024 17:54:16 to VPA BHARATPE.90068440756@fbpe.Ref No 412440498485.Small txns?Use UPI Lite!-Federal Bank,03-05-2024 17:54,37.0,debited,0,1,0.0013333827178784398,-0.16568645751491706
309,AX-FEDBNK,Rs 29.00 debited from your A/c via UPI on 04-05-2024 13:09:57 to VPA viacom18online@ybl.Ref No 412594148320.Small txns?Use UPI Lite!-Federal Bank,04-05-2024 13:10,29.0,debited,0,1,0.0010370754472387865,-0.1718367301623601
310,AD-FEDBNK,"Dear Customer, You have successfully created a mandate on GOOGLE INDIA DIGITAL SERVICES PVT LTD for a ASPRESENTED frequency starting from 05-05-2024 for a maximum amount of Rs 2399.00 Mandate Ref No- 14c924a19ae64e7788de4bf08668896a@pingpay - Federal Bank",05-05-2024 02:13,2399.0,debited,0,1,0.08881810437423608,1.6501815416426329
311,AD-FEDBNK,Rs 30.00 debited from your A/c via UPI on 06-05-2024 10:48:23 to VPA 6362642964@ybl.Ref No 412760460358.Small txns?Use UPI Lite!-Federal Bank,06-05-2024 10:48,30.0,debited,0,1,0.0010741138560687433,-0.1710679460814297
312,AD-FEDBNK,Rs 10.00 debited from your A/c via UPI on 07-05-2024 08:01:00 to VPA Q985575056@ybl.Ref No 412867049091.Small txns?Use UPI Lite!-Federal Bank,07-05-2024 08:01,10.0,debited,0,1,0.00033334567946960994,-0.18644362770003725
313,AD-FEDBNK,Rs 80.00 debited from your A/c via UPI on 07-05-2024 15:55:54 to VPA paytmqr14hlio@paytm.Ref No 412870039652.Small txns?Use UPI Lite!-Federal Bank,07-05-2024 15:55,80.0,debited,0,1,0.0029260342975665765,-0.13262874203491087
314,AD-FEDBNK,Rs 25.00 debited from your A/c via UPI on 07-05-2024 16:05:10 to VPA BHARATPE90200151133@yesbankltd.Ref No 412870094679.Small txns?Use UPI Lite!-Federal Bank,07-05-2024 16:05,25.0,debited,0,1,0.00088892181191896,-0.1749118664860816
315,AD-FEDBNK,Rs 5.00 debited via UPI on 11-05-2024 15:51:13 to VPA ramyaram0603@okhdfcbank.Ref No 413210659066.Small txns?Use UPI Lite!-Federal Bank,11-05-2024 15:51,5.0,debited,0,1,0.00014815363531982666,-0.19028754810468912
316,AD-FEDBNK,Rs 1.00 debited via UPI on 14-05-2024 07:22:35 to VPA addmoney@idfcbank.Ref No 413530014128.Small txns?Use UPI Lite!-Federal Bank,14-05-2024 07:22,1.0,debited,0,1,0.0,-0.19336268442841065
317,AD-FEDBNK,Rs 185.00 debited via UPI on 16-05-2024 07:35:41 to VPA Q985575056@ybl.Ref No 413747280750.Small txns?Use UPI Lite!-Federal Bank,16-05-2024 07:35,185.0,debited,0,1,0.006815067224712026,-0.051906413537221294
318,AX-FEDBNK,Rs 194.00 debited via UPI on 16-05-2024 17:18:13 to VPA paytm-80691118@paytm.Ref No 413750787897.Small txns?Use UPI Lite!-Federal Bank,16-05-2024 17:18,194.0,debited,0,1,0.0071484129041816365,-0.044987356808847904
319,AD-FEDBNK,Rs 23.00 debited via UPI on 16-05-2024 18:06:05 to VPA BHARATPE.90068440756@fbpe.Ref No 413751083722.Small txns?Use UPI Lite!-Federal Bank,16-05-2024 18:06,23.0,debited,0,1,0.0008148449942590466,-0.17644943464794235
320,AX-FEDBNK,Rs 135.00 debited via UPI on 17-05-2024 07:24:03 to VPA Q181044050@ybl.Ref No 413854490272.Small txns?Use UPI Lite!-Federal Bank,17-05-2024 07:24,135.0,debited,0,1,0.004963146783214193,-0.09034561758374014
321,AD-FEDBNK,Rs 60.00 debited via UPI on 17-05-2024 16:19:15 to VPA Q949337277@ybl.Ref No 413857829018.Small txns?Use UPI Lite!-Federal Bank,17-05-2024 16:19,60.0,debited,0,1,0.0021852661209674435,-0.1480044236535184
322,AX-FEDBNK,Rs 128.00 debited via UPI on 17-05-2024 17:12:00 to VPA paytmqr1on2d3pf4j@paytm.Ref No 413858141839.Small txns?Use UPI Lite!-Federal Bank,17-05-2024 17:11,128.0,debited,0,1,0.0047038779214044965,-0.09572710615025277
323,AD-FEDBNK,Rs 65.00 debited via UPI on 18-05-2024 21:17:03 to VPA AirtelPrepaidRecharge.payu@mairtel.Ref No 413966976977.Small txns?Use UPI Lite!-Federal Bank,18-05-2024 21:18,65.0,debited,0,1,0.0023704581651172265,-0.1441605032488665
324,AD-FEDBNK,Rs 1.00 debited via UPI on 19-05-2024 00:02:31 to VPA unstop17.rzp@icici.Ref No 414021851566.Small txns?Use UPI Lite!-Federal Bank,19-05-2024 00:02,1.0,debited,0,1,0.0,-0.19336268442841065
325,AD-FEDBNK,Rs 20.00 debited via UPI on 19-05-2024 11:50:52 to VPA paytmqr19xibnfsy3@paytm.Ref No 414070800215.Small txns?Use UPI Lite!-Federal Bank,19-05-2024 11:50,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
326,AD-FEDBNK,Rs 580.00 debited via UPI on 19-05-2024 16:38:22 to VPA anjusinghsengar77-1@oksbi.Ref No 414072523858.Small txns?Use UPI Lite!-Federal Bank,19-05-2024 16:38,580.0,debited,0,1,0.02144523871254491,0.25176329843027756
327,AD-FEDBNK,Rs 80.00 debited via UPI on 24-05-2024 07:39:44 to VPA Q985575056@ybl.Ref No 414512045125.Small txns?Use UPI Lite!-Federal Bank,24-05-2024 07:39,80.0,debited,0,1,0.0029260342975665765,-0.13262874203491087
328,AD-FEDBNK,Rs 55.00 debited via UPI on 25-05-2024 07:51:30 to VPA Q985575056@ybl.Ref No 414617549495.Small txns?Use UPI Lite!-Federal Bank,25-05-2024 07:51,55.0,debited,0,1,0.00200007407681766,-0.1518483440581703
329,AX-FEDBNK,Rs 660.00 debited via UPI on 25-05-2024 16:57:43 to VPA 317501000889@ICIC0003175.ifsc.npci.Ref No 414620145181.Small txns?Use UPI Lite!-Federal Bank,25-05-2024 16:57,660.0,debited,0,1,0.024408311418941443,0.3132660249047077
330,AX-FEDBNK,Rs 15.00 debited via UPI on 27-05-2024 09:33:38 to VPA 959036352@axl.Ref No 414828437112.Small txns?Use UPI Lite!-Federal Bank,27-05-2024 09:33,15.0,debited,0,1,0.0005185377236193934,-0.18259970729538536
331,AX-FEDBNK,Rs 10.00 debited via UPI on 27-05-2024 09:34:04 to VPA ritvik2403@pingpay.Ref No 414828438266.Small txns?Use UPI Lite!-Federal Bank,27-05-2024 09:34,10.0,debited,0,1,0.00033334567946960994,-0.18644362770003725
332,AD-FEDBNK,Rs 520.00 debited via UPI on 27-05-2024 10:14:55 to VPA hemang.sengar@upi.Ref No 414810914413.Small txns?Use UPI Lite!-Federal Bank,27-05-2024 10:14,520.0,debited,0,1,0.01922293418274751,0.20563625357445495
333,AD-FEDBNK,Rs 20.00 debited via UPI on 27-05-2024 16:49:24 to VPA Q159268073@ybl.Ref No 414830690719.Small txns?Use UPI Lite!-Federal Bank,27-05-2024 16:49,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
334,AX-FEDBNK,Rs 99.00 debited via UPI on 28-05-2024 22:15:47 to VPA SERVICEEASYTECH29.rzp@icici.Ref No 414938291955.Small txns?Use UPI Lite!-Federal Bank,28-05-2024 22:15,99.0,debited,0,1,0.003629764065335753,-0.1180218444972337
335,AD-FEDBNK,Rs 85.00 debited via UPI on 29-05-2024 07:42:01 to VPA Q985575056@ybl.Ref No 415039434448.Small txns?Use UPI Lite!-Federal Bank,29-05-2024 07:42,85.0,debited,0,1,0.00311122634171636,-0.12878482163025898
336,AD-FEDBNK,Rs 20.00 debited via UPI on 30-05-2024 12:52:05 to VPA 8904215392@axl.Ref No 415147292259.Small txns?Use UPI Lite!-Federal Bank,30-05-2024 12:52,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
337,AD-FEDBNK,Rs 5.00 debited via UPI on 30-05-2024 12:53:21 to VPA 8904215392@axl.Ref No 415147299730.Small txns?Use UPI Lite!-Federal Bank,30-05-2024 12:53,5.0,debited,0,1,0.00014815363531982666,-0.19028754810468912
338,AD-FEDBNK,Rs 39.00 debited via UPI on 31-05-2024 06:19:40 to VPA grofersindia.rzp@axisbank.Ref No 415251456124.Small txns?Use UPI Lite!-Federal Bank,31-05-2024 06:19,39.0,debited,0,1,0.0014074595355383533,-0.16414888935305633
339,AD-FEDBNK,Rs 50.00 debited via UPI on 31-05-2024 08:31:25 to VPA hrishantsingh.ff01@oksbi.Ref No 415251763333.Small txns?Use UPI Lite!-Federal Bank,31-05-2024 08:31,50.0,debited,0,1,0.0018148820326678765,-0.15569226446282217
340,AD-FEDBNK,Rs 20.00 debited via UPI on 31-05-2024 14:33:47 to VPA Q529696715@ybl.Ref No 415253556949.Small txns?Use UPI Lite!-Federal Bank,31-05-2024 14:33,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
341,AD-FEDBNK,Rs 700.00 debited via UPI on 31-05-2024 18:41:52 to VPA 9416094828@icici.Ref No 415254776605.Small txns?Use UPI Lite!-Federal Bank,31-05-2024 18:42,700.0,debited,0,1,0.02588984777213971,0.3440173881419228
342,AD-FEDBNK,Rs 1000.00 debited via UPI on 02-06-2024 21:54:22 to VPA hemang.sengar@upi.Ref No 415421505342.Small txns?Use UPI Lite!-Federal Bank,02-06-2024 21:54,1000.0,debited,0,1,0.03700137042112671,0.5746526124210358
343,AX-FEDBNK,Rs 2500.00 debited via UPI on 02-06-2024 21:54:50 to VPA hemang.sengar@upi.Ref No 415421549577.Small txns?Use UPI Lite!-Federal Bank,02-06-2024 21:54,2500.0,debited,0,1,0.0925589836660617,1.727828733816601
344,AX-FEDBNK,Rs 160.00 debited via UPI on 03-06-2024 07:23:07 to VPA Q985575056@ybl.Ref No 415568602661.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 07:23,160.0,debited,0,1,0.0058891070039631096,-0.07112601556048072
345,AX-FEDBNK,Rs 60.00 debited via UPI on 03-06-2024 14:07:11 to VPA shreyapaul442@okaxis.Ref No 415571114461.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 14:07,60.0,debited,0,1,0.0021852661209674435,-0.1480044236535184
346,AX-FEDBNK,Rs 120.00 debited via UPI on 03-06-2024 15:43:10 to VPA Q529696715@ybl.Ref No 415571761809.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 15:43,120.0,debited,0,1,0.0044075706507648435,-0.10187737879769579
347,AX-FEDBNK,Rs 100.00 debited via UPI on 03-06-2024 20:13:49 to VPA grofersindiaprivate.rzp@axisbank.Ref No 415573465013.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 20:35,100.0,debited,0,1,0.00366680247416571,-0.11725306041630333
348,AD-FEDBNK,Rs 69.00 debited via UPI on 03-06-2024 20:20:59 to VPA grofersindiaprivate.rzp@axisbank.Ref No 415573511118.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 20:44,69.0,debited,0,1,0.0025186118004370535,-0.141085366925145
349,AD-FEDBNK,Rs 30.00 debited via UPI on 03-06-2024 22:03:53 to VPA sharonzachariah2004@oksbi.Ref No 415574123216.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 22:27,30.0,debited,0,1,0.0010741138560687433,-0.1710679460814297
350,AX-FEDBNK,Rs 20.00 debited via UPI on 03-06-2024 22:14:41 to VPA sharonzachariah2004@oksbi.Ref No 415574176985.Small txns?Use UPI Lite!-Federal Bank,03-06-2024 22:35,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
351,AX-FEDBNK,Rs 155.00 debited via UPI on 04-06-2024 07:40:58 to VPA Q985575056@ybl.Ref No 415675333018.Small txns?Use UPI Lite!-Federal Bank,04-06-2024 07:40,155.0,debited,0,1,0.005703914959813326,-0.0749699359651326
352,AX-FEDBNK,Rs 40.00 debited via UPI on 04-06-2024 17:16:40 to VPA Q985575056@ybl.Ref No 415678737633.Small txns?Use UPI Lite!-Federal Bank,04-06-2024 17:16,40.0,debited,0,1,0.0014444979443683098,-0.16338010527212593
353,AX-FEDBNK,Rs 124.00 debited via UPI on 05-06-2024 17:08:04 to VPA BHARATPE907720179364@yesbankltd.Ref No 415785459307.Small txns?Use UPI Lite!-Federal Bank,05-06-2024 17:08,124.0,debited,0,1,0.0045557242860846696,-0.09880224247397429
354,AX-FEDBNK,Rs 96.00 debited via UPI on 05-06-2024 17:41:42 to VPA BHARATPE.90068440756@fbpe.Ref No 415785724130.Small txns?Use UPI Lite!-Federal Bank,05-06-2024 17:41,96.0,debited,0,1,0.0035186488388458835,-0.12032819674002483
355,AD-FEDBNK,Rs 346.10 debited via UPI on 05-06-2024 22:36:27 to VPA zomatoindia@icici.Ref No 415787562778.Small txns?Use UPI Lite!-Federal Bank,05-06-2024 22:55,346.1,debited,0,1,0.012781954887218045,0.07194470190066243
356,AX-FEDBNK,Rs 20.00 debited via UPI on 06-06-2024 20:45:52 to VPA zomatofd.payu@hdfcbank.Ref No 415893208606.Small txns?Use UPI Lite!-Federal Bank,06-06-2024 20:57,20.0,debited,0,1,0.0007037297677691766,-0.1787557868907335
357,AX-FEDBNK,Rs 183.00 debited via UPI on 09-06-2024 12:03:22 to VPA paytm-70258461@paytm.Ref No 452715336690.Small txns?Use UPI Lite!-Federal Bank,09-06-2024 12:03,183.0,debited,0,1,0.006740990407052113,-0.05344398169908205
358,AD-FEDBNK,Rs 29.00 debited via UPI on 13-06-2024 14:06:28 to VPA viacom18online@axl.Ref No 416588378619.Small txns?Use UPI Lite!-Federal Bank,13-06-2024 14:06,29.0,debited,0,1,0.0010370754472387865,-0.1718367301623601
359,AX-FEDBNK,Rs 80.00 debited via UPI on 15-06-2024 08:53:37 to VPA BHARATPE90722641690@yesbankltd.Ref No 416752810854.Small txns?Use UPI Lite!-Federal Bank,15-06-2024 08:53,80.0,debited,0,1,0.0029260342975665765,-0.13262874203491087
360,AD-FEDBNK,Rs 241.00 debited via UPI on 16-06-2024 00:09:32 to VPA 00000039482733199@SBIN0009044.ifsc.npci.Ref No 416858181457.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 00:09,241.0,debited,0,1,0.008889218119189598,-0.008854505005120195
361,AD-FEDBNK,Rs 37.00 debited via UPI on 16-06-2024 09:06:57 to VPA abhinavs1524@okicici.Ref No 416859412614.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 09:07,37.0,debited,0,1,0.0013333827178784398,-0.16568645751491706
362,AD-FEDBNK,Rs 37.00 debited via UPI on 16-06-2024 09:07:11 to VPA paytmqre66xv79mt6@paytm.Ref No 416859414736.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 09:07,37.0,debited,0,1,0.0013333827178784398,-0.16568645751491706
363,AD-FEDBNK,Rs 50.00 debited via UPI on 16-06-2024 14:15:09 to VPA luluinternationalsho.63020455@hdfcbank.Ref No 416861092393.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 14:15,50.0,debited,0,1,0.0018148820326678765,-0.15569226446282217
364,AD-FEDBNK,Rs 100.00 debited via UPI on 16-06-2024 14:19:22 to VPA luluinternationalsho.63020455@hdfcbank.Ref No 416861116048.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 14:19,100.0,debited,0,1,0.00366680247416571,-0.11725306041630333
365,AD-FEDBNK,Rs 215.00 debited via UPI on 16-06-2024 16:06:01 to VPA BHARATPE907720179364@yesbankltd.Ref No 416861649771.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 16:06,215.0,debited,0,1,0.007926219489610725,-0.02884289110930999
366,AD-FEDBNK,Rs 35.00 debited via UPI on 16-06-2024 16:44:34 to VPA paytm-80691120@paytm.Ref No 416861843818.Small txns?Use UPI Lite!-Federal Bank,16-06-2024 16:44,35.0,debited,0,1,0.0012593059002185265,-0.16722402567677783
367,AX-FEDBNK,Rs 5000.00 debited via UPI on 18-06-2024 10:17:30 to VPA satyapanda@ybl.Ref No 417071396421.Small txns?Use UPI Lite!-Federal Bank,18-06-2024 10:17,5000.0,debited,0,1,0.18515500574095337,3.649788936142543
368,AX-FEDBNK,Rs 27.00 debited via UPI on 18-06-2024 21:56:45 to VPA abhinavs1524@okicici.Ref No 417075262951.Small txns?Use UPI Lite!-Federal Bank,18-06-2024 21:56,27.0,debited,0,1,0.0009629986295788734,-0.17337429832422083
369,AX-FEDBNK,Rs 1683.00 debited via UPI on 18-06-2024 21:57:31 to VPA anjusinghsengar77-1@oksbi.Ref No 417075268436.Small txns?Use UPI Lite!-Federal Bank,18-06-2024 21:57,1683.0,debited,0,1,0.062298603651987104,1.0997321396964832
370,AX-FEDBNK,Rs 75.00 debited via UPI on 23-06-2024 15:44:10 to VPA paytm-70258461@paytm.Ref No 417519243292.Small txns?Use UPI Lite!-Federal Bank,23-06-2024 15:44,75.0,debited,0,1,0.0027408422534167935,-0.13647266243956274
371,AX-FEDBNK,Rs 700.00 debited via UPI on 01-07-2024 15:57:10 to VPA 9019378447@axl.Ref No 418387348803.Small txns?Use UPI Lite!-Federal Bank,01-07-2024 15:57,700.0,debited,0,1,0.02588984777213971,0.3440173881419228
372,AD-FEDBNK,Rs 105.00 debited via UPI on 01-07-2024 18:12:57 to VPA Q308588604@ybl.Ref No 418388433151.Small txns?Use UPI Lite!-Federal Bank,01-07-2024 18:13,105.0,debited,0,1,0.003851994518315493,-0.11340914001165145
373,AD-FEDBNK,Rs 10.00 debited via UPI on 02-07-2024 13:41:56 to VPA anjusinghsengar77-1@oksbi.Ref No 418462869297.Small txns?Use UPI Lite!-Federal Bank,02-07-2024 13:42,10.0,debited,0,1,0.00033334567946960994,-0.18644362770003725
374,AX-FEDBNK,Rs 600.00 debited via UPI on 03-07-2024 00:22:15 to VPA khsandeepreddy12-1@okicici.Ref No 418511400609.Small txns?Use UPI Lite!-Federal Bank,03-07-2024 00:22,600.0,debited,0,1,0.022186006889144044,0.2671389800488851
375,AD-FEDBNK,Rs 1000.00 debited via UPI on 03-07-2024 00:53:26 to VPA 00000039482733199@SBIN0009044.ifsc.npci.Ref No 418511513920.Small txns?Use UPI Lite!-Federal Bank,03-07-2024 00:53,1000.0,debited,0,1,0.03700137042112671,0.5746526124210358
376,AD-FEDBNK,Rs 80.00 debited via UPI on 03-07-2024 07:44:38 to VPA q985575056@ybl.Ref No 418597187181.Small txns?Use UPI Lite!-Federal Bank,03-07-2024 07:44,80.0,debited,0,1,0.0029260342975665765,-0.13262874203491087
377,AD-FEDBNK,Rs 115.00 debited via UPI on 03-07-2024 07:50:48 to VPA q985575056@ybl.Ref No 418553155615.Small txns?Use UPI Lite!-Federal Bank,03-07-2024 07:50,115.0,debited,0,1,0.00422237860661506,-0.10572129920234767
378,AD-FEDBNK,Rs 280.00 debited via UPI on 04-07-2024 08:05:14 to VPA hanumanthayadava475@okicici.Ref No 418621615374.Small txns?Use UPI Lite!-Federal Bank,04-07-2024 08:05,280.0,debited,0,1,0.010333716063557909,0.0211280741511645
379,AD-FEDBNK,Rs 125.00 debited via UPI on 04-07-2024 08:11:07 to VPA bharatpe.90066863129@fbpe.Ref No 418699822930.Small txns?Use UPI Lite!-Federal Bank,04-07-2024 08:11,125.0,debited,0,1,0.004592762694914627,-0.0980334583930439
380,AX-SBIUPI,Dear UPI user A/C X4787 debited by 275.0 on date 26Dec23 trf to Surya Gift Centr Refno 336042183503. If not u? call 1800111109. -SBI,26-12-2023 17:58,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
381,AD-SBIUPI,Dear UPI user A/C X4787 debited by 250.0 on date 26Dec23 trf to Srinivas G Refno 336018255998. If not u? call 1800111109. -SBI,26-12-2023 18:15,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
382,AD-SBIUPI,Dear UPI user A/C X4787 debited by 78014.16 on date 28Dec23 trf to BNMIT Banashankr Refno 336282184475. If not u? call 1800111109. -SBI,28-12-2023 15:48,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
383,AX-SBIUPI,Dear UPI user A/C X4787 debited by 19.0 on date 04Jan24 trf to Bharti Airtel Li Refno 437050601214. If not u? call 1800111109. -SBI,04-01-2024 17:00,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
384,AX-SBIUPI,Dear UPI user A/C X4787 debited by 20.0 on date 04Jan24 trf to MANSI H L Refno 400441591377. If not u? call 1800111109. -SBI,04-01-2024 17:48,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
385,AX-SBIUPI,Dear UPI user A/C X4787 debited by 19.0 on date 05Jan24 trf to Bharti Airtel Li Refno 437150084814. If not u? call 1800111109. -SBI,05-01-2024 18:47,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
386,AD-SBIUPI,Dear UPI user A/C X4787 debited by 184.0 on date 07Jan24 trf to SWIGGY Refno 400793772178. If not u? call 1800111109. -SBI,07-01-2024 13:57,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
387,AD-SBIUPI,Dear UPI user A/C X4787 debited by 30.0 on date 08Jan24 trf to Shayam sanvare g Refno 437491957905. If not u? call 1800111109. -SBI,08-01-2024 15:03,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
388,AD-SBIUPI,Dear UPI user A/C X4787 debited by 36.0 on date 09Jan24 trf to MANJUNATHA Refno 400980541872. If not u? call 1800111109. -SBI,09-01-2024 14:39,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
389,AX-SBIUPI,"Dear SBI UPI User, ur A/cX4787 credited by Rs40 on 11Feb24 by  (Ref no 404224920773)",11-02-2024 18:54,70.0,credited,1,0,0.00255565020926701,-0.14031658284421464
390,AD-SBIUPI,Dear UPI user A/C X4787 debited by 38.0 on date 09Mar24 trf to BHIMARAYA  C Refno 443595310183. If not u? call 1800111109. -SBI,09-03-2024 15:23,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
391,AX-SBIUPI,Dear UPI user A/C X4787 debited by 566.0 on date 09Mar24 trf to More Banashankar Refno 406998407128. If not u? call 1800111109. -SBI,09-03-2024 17:17,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
392,AX-SBIUPI,Dear UPI user A/C X4787 debited by 40.0 on date 09Mar24 trf to SETU Refno 443532563519. If not u? call 1800111109. -SBI,09-03-2024 17:44,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
393,AX-SBIUPI,Dear UPI user A/C X4787 debited by 40.0 on date 10Mar24 trf to RAJESHWARI Refno 407022690611. If not u? call 1800111109. -SBI,10-03-2024 18:05,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
394,AD-SBIUPI,Dear UPI user A/C X4787 debited by 50.0 on date 10Mar24 trf to V  MAHADEV Refno 443674481438. If not u? call 1800111109. -SBI,10-03-2024 18:10,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
395,AD-SBIUPI,Dear UPI user A/C X4787 debited by 2000.0 on date 10Mar24 trf to MANSI H L Refno 407018829494. If not u? call 1800111109. -SBI,10-03-2024 21:03,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
396,AX-SBIUPI,Dear UPI user A/C X4787 debited by 1000.0 on date 10Mar24 trf to JASHWANTH A SHET Refno 407018967258. If not u? call 1800111109. -SBI,10-03-2024 21:06,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
397,AD-SBIUPI,Dear UPI user A/C X4787 debited by 33.0 on date 12Mar24 trf to SANJEEV REDDY G Refno 443831334356. If not u? call 1800111109. -SBI,12-03-2024 11:55,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
398,AD-SBIUPI,Dear UPI user A/C X4787 debited by 28.5 on date 12Mar24 trf to Bangalore Metro Refno 407278852719. If not u? call 1800111109. -SBI,12-03-2024 11:59,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
399,AD-SBIUPI,Dear UPI user A/C X4787 debited by 165.0 on date 12Mar24 trf to LULU INTERNATION Refno 443800282072. If not u? call 1800111109. -SBI,12-03-2024 12:34,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
400,AD-SBIUPI,Dear UPI user A/C X4787 debited by 152.25 on date 12Mar24 trf to K547 KFC FORUM F Refno 407269632022. If not u? call 1800111109. -SBI,12-03-2024 12:43,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
401,AX-SBIUPI,Dear UPI user A/C X4787 debited by 28.5 on date 12Mar24 trf to Bangalore Metro Refno 407289059135. If not u? call 1800111109. -SBI,12-03-2024 14:23,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
402,AD-SBIUPI,Dear UPI user A/C X4787 debited by 37.0 on date 12Mar24 trf to DILIPKUMAR  A T Refno 443839470675. If not u? call 1800111109. -SBI,12-03-2024 14:54,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
403,AD-SBIUPI,Dear UPI user A/C X4787 debited by 230.47 on date 13Mar24 trf to GEDDIT CONVENIEN Refno 407307683712. If not u? call 1800111109. -SBI,13-03-2024 12:16,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
404,AX-SBIUPI,Dear UPI user A/C X4787 debited by 52.0 on date 13Mar24 trf to MANSI H L Refno 443985680877. If not u? call 1800111109. -SBI,13-03-2024 14:26,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
405,AD-SBIUPI,Dear UPI user A/C X4787 debited by 378.0 on date 14Mar24 trf to ZOMATO Refno 407434239253. If not u? call 1800111109. -SBI,14-03-2024 11:56,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
406,AX-SBIUPI,Dear UPI user A/C X4787 debited by 10.0 on date 15Mar24 trf to GOOGLE INDIA DIG Refno 407521352051. If not u? call 1800111109. -SBI,15-03-2024 08:32,70.0,debited,0,1,0.00255565020926701,-0.14031658284421464
